Segmentation,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,KMCluster,HCCluster
B,461502,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,2,7
A,463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,4,1
C,466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,1,6
C,460552,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_3,4,1
B,459345,Female,Yes,39,Yes,Artist,3.0,Low,1.0,Cat_6,3,3
C,464256,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
B,467097,Male,Yes,55,Yes,Artist,2.0,Low,1.0,Cat_6,4,1
D,462571,Male,Yes,50,Yes,Healthcare,1.0,Average,1.0,Cat_6,4,1
D,463765,Male,No,26,Yes,Doctor,13.0,Low,3.0,Cat_6,7,8
C,460152,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,2,7
B,463415,Female,No,28,Yes,Healthcare,,Low,5.0,Cat_6,2,7
A,459587,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,2,7
D,460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,Cat_6,2,7
B,465426,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_6,5,4
A,461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,2,7
A,460797,Male,Yes,47,Yes,Artist,4.0,Low,1.0,Cat_3,4,1
C,466618,Male,Yes,49,Yes,Artist,3.0,Average,2.0,Cat_6,4,1
B,462168,Male,Yes,37,Yes,Executive,1.0,High,3.0,Cat_6,4,1
C,465338,Male,Yes,47,Yes,Artist,13.0,Average,4.0,Cat_6,4,1
C,463501,Male,Yes,52,Yes,Executive,0.0,High,2.0,Cat_6,4,1
C,460817,Female,No,20,No,Entertainment,,Low,7.0,Cat_3,6,5
B,459726,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,1,6
C,463516,Male,Yes,47,No,Executive,1.0,High,6.0,Cat_6,1,6
D,466751,Female,No,20,,Healthcare,1.0,Low,4.0,Cat_6,2,7
D,463359,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
A,463488,Female,No,29,No,Engineer,9.0,Low,4.0,Cat_4,6,5
A,465872,Female,No,33,Yes,Engineer,10.0,Low,1.0,Cat_6,2,7
D,460588,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,5,4
D,460236,Male,No,18,No,Healthcare,8.0,Low,4.0,Cat_6,5,4
C,460802,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
C,459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
B,466953,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,4,1
B,459086,Female,No,28,No,Healthcare,1.0,Low,2.0,Cat_6,6,5
B,464915,Male,Yes,41,Yes,Executive,,High,4.0,Cat_4,4,1
D,460827,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,4,1
A,464272,Male,No,30,Yes,Artist,9.0,Low,2.0,Cat_6,7,8
D,461063,Male,Yes,53,No,Lawyer,0.0,Low,2.0,Cat_6,1,6
D,467302,Male,No,26,Yes,Executive,9.0,Low,4.0,Cat_6,7,8
C,461935,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,4,1
B,459089,Male,No,19,No,Artist,9.0,Low,7.0,Cat_7,5,4
B,462365,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
A,459628,Female,Yes,51,Yes,Engineer,0.0,Low,1.0,Cat_6,3,3
B,467332,Female,Yes,70,Yes,Homemaker,3.0,Low,2.0,Cat_6,3,3
A,460443,Female,No,38,Yes,Doctor,0.0,Low,1.0,Cat_6,2,7
D,462195,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_4,6,5
B,466228,Male,Yes,80,No,Lawyer,0.0,Low,1.0,Cat_4,1,6
D,461952,Female,Yes,19,No,Artist,,High,2.0,Cat_4,8,2
D,467589,Male,No,33,No,Entertainment,1.0,Low,1.0,Cat_6,5,4
C,466107,Male,Yes,48,Yes,Entertainment,1.0,Average,6.0,Cat_6,4,1
D,462199,Female,No,33,No,Healthcare,8.0,Low,3.0,,6,5
D,466452,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_1,2,7
C,467074,Female,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,6,5
C,464233,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
D,462225,Male,Yes,49,No,Engineer,1.0,Average,8.0,Cat_4,1,6
B,465970,Female,Yes,38,No,Artist,1.0,Low,1.0,Cat_6,8,2
A,460094,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_3,2,7
B,467428,Female,Yes,46,Yes,Entertainment,2.0,Average,2.0,Cat_6,3,3
C,465623,Male,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,4,1
A,467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,8,2
C,462975,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,4,1
B,462389,Female,Yes,58,No,Engineer,1.0,Low,1.0,Cat_6,8,2
A,461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,Cat_6,3,3
D,465964,Female,Yes,47,No,Marketing,2.0,Low,1.0,Cat_6,8,2
D,460724,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,7,8
A,460660,Male,No,41,,Entertainment,6.0,Low,1.0,Cat_6,5,4
A,466787,Female,Yes,33,Yes,Doctor,0.0,Low,2.0,Cat_6,3,3
B,467256,Male,No,33,No,Healthcare,0.0,Low,4.0,Cat_2,5,4
D,467414,Male,No,27,Yes,Healthcare,,Low,1.0,Cat_6,7,8
A,466742,Male,Yes,45,No,Doctor,8.0,Low,2.0,Cat_3,1,6
B,466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,3,3
D,463079,Female,No,35,No,Marketing,,Low,,Cat_3,6,5
D,459679,Female,No,21,No,Entertainment,1.0,Low,4.0,Cat_6,6,5
A,465930,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,2,7
D,464821,Female,Yes,56,No,,0.0,Low,1.0,Cat_4,8,2
C,460175,Female,No,28,No,Artist,0.0,Low,5.0,Cat_2,6,5
A,466725,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,8,2
C,465095,Male,Yes,48,Yes,Executive,1.0,High,4.0,Cat_6,4,1
C,465452,Male,Yes,47,No,Entertainment,0.0,High,5.0,Cat_6,1,6
D,463473,Male,No,23,No,Healthcare,,Low,3.0,Cat_6,5,4
D,463213,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_6,6,5
C,467653,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,Cat_6,4,1
A,463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,1,6
D,461289,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,5,4
B,459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,Cat_6,3,3
B,465845,Female,Yes,40,Yes,Entertainment,,Low,2.0,Cat_6,3,3
D,462363,Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6,1,6
D,460575,Female,No,27,No,Artist,,Low,,Cat_3,6,5
B,461509,Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
B,460542,Female,Yes,81,No,Lawyer,1.0,Low,,Cat_3,8,2
A,461148,Male,,37,Yes,Artist,1.0,Average,3.0,Cat_3,4,1
B,464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,Cat_6,8,2
D,460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,Cat_3,1,6
B,459303,Male,Yes,55,Yes,Artist,0.0,Low,1.0,Cat_6,4,1
A,462568,Male,Yes,51,Yes,Doctor,,Low,3.0,Cat_6,4,1
A,462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,1,6
C,464456,Male,Yes,27,Yes,Artist,1.0,Low,4.0,Cat_6,4,1
C,465106,Male,Yes,53,Yes,Executive,1.0,High,2.0,Cat_6,4,1
A,467605,Female,Yes,40,Yes,Engineer,1.0,Average,7.0,Cat_6,3,3
C,466116,Male,Yes,62,Yes,Artist,0.0,Average,9.0,Cat_3,4,1
D,461388,Male,No,21,No,Healthcare,,Low,5.0,Cat_2,5,4
A,466155,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,,4,1
A,467176,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_3,5,4
B,459400,Female,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6,8,2
D,466784,Male,No,26,No,Doctor,4.0,Low,,Cat_6,5,4
C,460320,Male,No,26,No,Artist,11.0,Low,4.0,Cat_6,5,4
A,466454,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,7,8
D,467028,Male,No,27,Yes,Artist,0.0,Low,1.0,Cat_6,7,8
D,464827,Female,Yes,46,No,Entertainment,9.0,Average,5.0,Cat_4,8,2
A,465463,Female,No,28,No,Doctor,,Low,5.0,Cat_2,6,5
A,464501,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,6,5
A,460659,Female,Yes,47,Yes,Marketing,,Average,3.0,Cat_6,3,3
C,463715,Female,No,32,No,Artist,3.0,Low,4.0,Cat_6,6,5
D,461028,Female,No,21,No,Healthcare,6.0,Low,4.0,Cat_4,6,5
C,466766,Male,Yes,73,Yes,Lawyer,1.0,High,4.0,Cat_6,4,1
B,462475,Male,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
B,465770,Male,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,7,8
B,466823,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,4,1
D,463505,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,7,8
A,467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
A,467675,Female,No,39,No,,,Low,1.0,Cat_6,6,5
C,464080,Female,No,41,Yes,Artist,1.0,Low,2.0,Cat_6,2,7
C,462287,Female,Yes,73,Yes,Artist,,Average,2.0,Cat_6,3,3
B,466503,Male,Yes,45,Yes,Artist,7.0,Average,5.0,Cat_6,4,1
A,461847,Male,Yes,41,No,Entertainment,0.0,Low,4.0,Cat_6,1,6
C,461447,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,4,1
A,459982,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,7,8
A,463316,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,8,2
A,466758,Male,Yes,45,Yes,Doctor,0.0,Low,1.0,Cat_6,4,1
C,464307,Female,Yes,50,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
B,461344,Male,Yes,43,No,Healthcare,6.0,High,2.0,Cat_7,1,6
B,463353,Male,Yes,50,Yes,Executive,4.0,Average,4.0,Cat_2,4,1
D,467349,Female,No,53,No,Entertainment,0.0,Low,,Cat_6,6,5
D,462607,Female,,37,No,Engineer,2.0,Average,3.0,Cat_4,8,5
C,467172,Male,No,40,,Artist,8.0,Low,2.0,Cat_6,7,8
D,464324,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,Cat_3,4,1
A,462108,Female,Yes,27,Yes,Homemaker,,Average,2.0,Cat_6,3,3
A,459288,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,4,1
A,460050,Male,Yes,50,Yes,Entertainment,3.0,Low,2.0,Cat_6,4,1
C,464994,Male,Yes,56,Yes,Executive,8.0,High,5.0,Cat_6,4,1
A,464903,Male,Yes,28,No,Entertainment,0.0,Average,2.0,Cat_4,1,6
D,461251,Female,No,46,Yes,Marketing,0.0,Low,,Cat_6,2,7
A,463165,Female,Yes,72,Yes,Doctor,1.0,Average,2.0,Cat_6,3,3
A,460419,Female,Yes,41,No,Doctor,,Low,1.0,Cat_7,8,2
A,465981,Male,No,28,No,Artist,0.0,Low,2.0,Cat_6,5,4
C,465281,Female,Yes,27,Yes,Artist,8.0,Average,2.0,Cat_6,3,3
D,463781,Female,No,32,No,Healthcare,2.0,Low,4.0,Cat_4,6,5
A,466569,Female,No,20,No,Doctor,9.0,Low,4.0,Cat_6,6,5
B,466547,Male,Yes,45,Yes,Executive,1.0,Low,5.0,Cat_6,4,1
C,464631,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,7,8
D,465957,Female,No,46,Yes,Marketing,1.0,Low,1.0,Cat_6,2,7
C,459848,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
A,461642,Male,No,41,Yes,Artist,9.0,Low,2.0,Cat_6,7,8
B,467259,Male,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6,4,1
D,459388,Female,,25,Yes,Homemaker,,Low,1.0,Cat_6,2,7
B,463439,Male,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,4,1
A,464764,Female,Yes,60,No,Engineer,1.0,High,9.0,Cat_4,8,2
D,467073,Male,No,37,Yes,Engineer,9.0,Low,1.0,Cat_6,7,8
D,460480,Male,No,18,No,Healthcare,0.0,Low,7.0,Cat_3,5,4
C,464419,Male,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
A,463686,Female,No,32,No,Artist,2.0,Low,4.0,Cat_2,6,5
A,459411,Male,Yes,74,No,Lawyer,8.0,Low,1.0,Cat_6,1,6
A,463774,Male,Yes,29,Yes,Healthcare,1.0,Average,2.0,Cat_6,4,1
C,463671,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,4,1
B,466986,Male,Yes,45,No,Entertainment,1.0,Average,3.0,Cat_6,1,6
D,465508,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
B,463284,Female,Yes,60,Yes,Engineer,0.0,Low,,Cat_3,3,3
B,465351,Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,3,3
C,464001,Male,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
A,459483,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_7,4,1
D,466013,Male,No,22,No,Healthcare,2.0,Low,3.0,Cat_4,5,4
D,459763,Male,No,18,No,Artist,,Low,4.0,Cat_4,5,4
B,466490,Female,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6,8,2
A,463024,Male,No,35,Yes,Artist,,Low,1.0,Cat_6,7,8
C,463665,Male,Yes,50,Yes,Entertainment,0.0,Average,3.0,Cat_6,4,1
C,463459,Male,Yes,73,Yes,Artist,5.0,High,3.0,Cat_6,4,1
B,462756,Female,No,23,No,Engineer,1.0,Low,4.0,Cat_6,6,5
D,461414,Male,No,30,Yes,Entertainment,,Low,5.0,Cat_3,7,8
D,463915,Female,No,21,Yes,Healthcare,0.0,Low,5.0,Cat_2,2,7
D,463543,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
B,462768,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,4,1
D,461876,Male,No,32,Yes,Entertainment,9.0,Low,2.0,Cat_6,7,8
D,462135,Female,No,36,Yes,Healthcare,6.0,Low,3.0,Cat_2,2,7
D,458998,Male,Yes,37,No,Doctor,9.0,Low,2.0,Cat_6,1,6
A,466432,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_7,7,8
D,464722,Male,Yes,35,Yes,Doctor,1.0,Low,,Cat_4,4,1
D,460389,Female,Yes,42,Yes,Healthcare,9.0,Average,2.0,Cat_6,3,3
D,460663,Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,6,5
D,463484,Female,Yes,35,No,Engineer,1.0,High,2.0,,8,2
C,467771,Female,Yes,59,Yes,Artist,0.0,Average,5.0,Cat_6,3,3
B,462084,Male,Yes,70,Yes,Artist,1.0,Low,1.0,Cat_6,4,1
A,463621,Male,Yes,53,No,Entertainment,1.0,Low,1.0,Cat_6,1,6
D,467021,Female,Yes,80,No,Lawyer,1.0,High,2.0,Cat_6,8,2
B,459056,Male,Yes,56,No,Executive,,High,3.0,Cat_6,1,6
C,467563,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2,4,1
C,459820,Female,Yes,73,Yes,Artist,,Average,3.0,Cat_3,3,3
C,467306,Female,Yes,58,Yes,Artist,0.0,Average,5.0,Cat_6,3,3
A,464865,Female,No,30,No,Homemaker,8.0,Low,9.0,Cat_4,6,5
D,463585,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,6,5
C,466186,Male,Yes,59,Yes,Artist,9.0,Average,4.0,Cat_6,4,1
D,459619,Female,Yes,56,Yes,Doctor,0.0,Low,2.0,Cat_6,3,3
B,466699,Female,Yes,40,Yes,Artist,8.0,Low,1.0,Cat_6,3,3
A,465517,Female,Yes,68,Yes,Artist,1.0,Low,2.0,Cat_6,3,3
A,459237,Male,No,29,Yes,Artist,1.0,Low,6.0,Cat_6,7,8
C,461757,Female,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
D,466309,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,5,4
D,466532,Female,No,19,No,Engineer,1.0,Low,4.0,Cat_6,6,5
D,460832,Female,Yes,41,No,Healthcare,1.0,Average,4.0,Cat_6,8,2
A,461531,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_3,7,8
C,467304,Male,No,33,No,Doctor,1.0,Low,2.0,Cat_3,5,4
B,463124,Male,Yes,31,No,Artist,,Average,2.0,Cat_6,1,6
B,461463,Male,No,41,Yes,Artist,6.0,Low,1.0,Cat_3,7,8
A,464566,Male,Yes,35,Yes,Executive,0.0,High,4.0,Cat_6,4,1
B,462070,Male,Yes,41,Yes,Entertainment,9.0,Average,2.0,Cat_6,4,1
C,464162,Male,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,4,1
D,466554,Male,No,26,No,Healthcare,0.0,Low,3.0,Cat_6,5,4
B,462793,Male,Yes,42,No,Executive,3.0,High,5.0,Cat_6,1,6
C,465657,Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
D,460530,Female,Yes,33,Yes,Entertainment,3.0,Average,3.0,Cat_4,3,3
C,464045,Male,Yes,39,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
B,465633,Male,Yes,83,Yes,Executive,,High,2.0,Cat_6,4,1
C,462905,Female,No,25,No,Artist,6.0,Low,3.0,Cat_6,6,5
A,466254,Male,No,40,Yes,Entertainment,0.0,Low,2.0,Cat_2,7,8
D,460617,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_3,6,5
C,465468,Female,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
B,466125,Female,Yes,65,Yes,Artist,0.0,Low,2.0,Cat_6,3,3
C,465207,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,4,1
C,463332,Female,Yes,38,Yes,Engineer,1.0,Low,2.0,Cat_6,3,3
C,459924,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,3,3
C,466143,Female,Yes,48,No,Engineer,0.0,Average,5.0,,8,2
C,466375,Male,Yes,52,Yes,Entertainment,1.0,Low,4.0,Cat_2,4,1
D,462951,Male,Yes,73,Yes,Lawyer,2.0,Low,1.0,Cat_6,4,1
B,465654,Female,No,48,Yes,Engineer,1.0,Low,1.0,Cat_6,2,7
D,460987,Male,No,25,Yes,Doctor,8.0,Low,2.0,Cat_6,7,8
D,461681,Male,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_7,7,8
C,462820,Male,No,25,No,Entertainment,8.0,Low,9.0,Cat_6,5,4
D,467518,Male,No,21,No,Doctor,0.0,Low,,Cat_6,5,4
D,467525,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,5,4
A,465876,Male,No,25,No,Executive,0.0,Low,3.0,Cat_6,5,4
A,464199,Male,Yes,25,Yes,Artist,8.0,Low,2.0,Cat_7,4,1
B,462746,Male,No,29,No,Entertainment,1.0,Low,3.0,Cat_6,5,4
B,463261,Female,Yes,72,No,Entertainment,7.0,Average,3.0,Cat_6,8,2
B,467548,Male,Yes,48,Yes,Artist,0.0,High,2.0,Cat_6,4,1
D,460924,Male,No,28,No,Doctor,1.0,Low,5.0,Cat_2,5,4
C,463368,Female,Yes,42,Yes,Artist,3.0,High,3.0,Cat_2,3,3
A,459957,Female,Yes,32,Yes,Artist,8.0,Low,3.0,Cat_6,3,3
B,459191,Male,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,4,1
C,462479,Female,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
A,466570,Female,Yes,40,Yes,Artist,0.0,Average,3.0,Cat_6,3,3
A,459407,Female,No,37,Yes,Doctor,0.0,Low,3.0,Cat_6,2,7
D,467331,Male,No,27,No,Healthcare,3.0,Low,4.0,Cat_6,5,4
B,463377,Female,Yes,32,Yes,Homemaker,4.0,High,2.0,Cat_3,3,3
A,467456,Male,Yes,36,No,Executive,7.0,High,4.0,Cat_6,1,6
D,463058,Female,No,28,Yes,Homemaker,11.0,Low,1.0,,2,7
C,467401,Male,Yes,72,No,Entertainment,0.0,Average,,Cat_1,1,6
D,464029,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,5,4
B,466056,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_4,2,7
A,467130,Female,Yes,29,No,Homemaker,,High,3.0,Cat_3,8,2
C,465002,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
D,463155,Female,No,38,Yes,Engineer,,Low,1.0,Cat_6,2,7
B,459651,Male,Yes,87,Yes,Lawyer,,Low,1.0,Cat_6,4,1
A,459961,Male,Yes,51,Yes,Artist,8.0,Low,3.0,Cat_2,4,1
B,466109,Male,Yes,51,Yes,Entertainment,1.0,Average,4.0,Cat_6,4,1
A,461543,Male,No,31,No,Artist,3.0,Low,2.0,Cat_6,5,4
C,459502,Female,Yes,47,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
A,459864,Female,Yes,70,No,Artist,,High,2.0,Cat_6,8,2
B,460441,Male,No,31,No,Healthcare,,Low,4.0,Cat_6,5,4
D,461942,Male,No,29,Yes,Healthcare,0.0,Low,6.0,Cat_6,7,8
D,462755,Female,No,20,No,Healthcare,0.0,Low,,Cat_6,6,5
A,465098,Female,No,41,Yes,Artist,1.0,Low,,Cat_4,2,7
A,459872,Male,Yes,68,No,Entertainment,4.0,Average,2.0,Cat_6,1,6
B,462053,Male,Yes,28,Yes,Artist,,Low,2.0,Cat_6,4,1
D,467040,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_3,7,8
A,465079,Male,Yes,75,Yes,Lawyer,1.0,Low,1.0,Cat_6,4,1
A,467697,Female,No,39,Yes,Healthcare,0.0,Low,1.0,Cat_6,2,7
D,466555,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,5,4
B,463457,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,3,3
A,462653,Male,Yes,48,Yes,Executive,0.0,Average,4.0,Cat_4,4,1
C,461390,Female,Yes,70,Yes,Artist,0.0,High,2.0,Cat_6,3,3
B,460217,Male,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,4,1
A,463684,Female,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,2,7
C,463764,Male,Yes,50,Yes,Entertainment,1.0,Average,3.0,Cat_6,4,1
D,465310,Female,No,22,No,Healthcare,0.0,Low,6.0,Cat_4,6,5
C,462489,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,4,1
A,465677,Male,Yes,39,No,Artist,,Low,2.0,Cat_4,1,6
C,459737,Female,Yes,81,Yes,Lawyer,8.0,High,2.0,Cat_6,3,3
C,465357,Female,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,3,3
A,462159,Male,No,43,Yes,Doctor,1.0,Low,,Cat_6,7,8
B,461747,Male,Yes,66,Yes,Artist,1.0,High,2.0,Cat_6,4,1
A,465940,Female,No,53,Yes,Artist,0.0,Low,2.0,,2,7
A,464323,Female,No,29,Yes,Artist,12.0,Low,1.0,Cat_6,2,7
C,467248,Female,Yes,86,Yes,Lawyer,0.0,High,2.0,Cat_6,3,3
C,463265,Male,Yes,70,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
B,459946,Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,3,3
A,463161,Male,No,35,Yes,Artist,1.0,Low,2.0,Cat_3,7,8
C,460790,Female,Yes,42,Yes,Artist,0.0,High,2.0,Cat_2,3,3
B,463118,Female,Yes,49,Yes,Doctor,,High,3.0,Cat_6,3,3
D,460864,Female,No,20,No,Artist,0.0,Low,3.0,Cat_6,6,5
D,461039,Female,Yes,27,No,Engineer,1.0,Average,9.0,Cat_3,8,2
B,460299,Male,Yes,56,Yes,Artist,4.0,Low,1.0,Cat_6,4,1
B,462378,Male,Yes,67,No,Artist,1.0,Low,1.0,Cat_6,1,6
B,463081,Female,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_6,3,3
C,460923,Male,Yes,49,Yes,Artist,1.0,Average,3.0,Cat_6,4,1
A,462120,Male,Yes,51,No,Artist,1.0,Low,3.0,Cat_3,1,6
C,463980,Female,No,26,Yes,Artist,1.0,Low,9.0,Cat_6,2,7
B,461464,Male,No,59,Yes,Entertainment,,Low,3.0,Cat_6,7,8
A,466695,Female,Yes,31,Yes,Entertainment,1.0,Low,1.0,Cat_6,3,3
A,465833,Male,Yes,43,No,Executive,1.0,High,3.0,Cat_4,1,6
B,467490,Male,Yes,59,No,Executive,7.0,Average,5.0,Cat_6,1,6
A,459765,Female,No,35,Yes,Engineer,4.0,Low,1.0,Cat_6,2,7
D,467570,Male,No,18,No,Healthcare,14.0,Low,,Cat_6,5,4
A,464561,Female,No,48,Yes,Entertainment,9.0,Low,2.0,Cat_6,2,7
B,459409,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,3,3
D,462864,Female,No,30,Yes,Healthcare,12.0,Low,6.0,Cat_6,2,7
D,461009,Female,No,22,No,Healthcare,6.0,Low,3.0,Cat_3,6,5
C,459117,Male,Yes,66,Yes,Artist,1.0,High,2.0,Cat_6,4,1
B,464131,Female,Yes,81,No,Engineer,0.0,High,2.0,Cat_6,8,2
A,464079,Female,Yes,36,No,Doctor,14.0,Average,2.0,Cat_6,8,2
A,462478,Male,Yes,30,No,Doctor,,Average,2.0,Cat_4,1,6
B,465375,Female,No,50,Yes,Engineer,1.0,Low,1.0,Cat_6,2,7
B,461637,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_7,4,1
A,459252,Male,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6,4,1
C,461438,Female,Yes,39,Yes,Engineer,8.0,Average,2.0,Cat_6,3,3
D,463956,Female,No,28,No,Entertainment,0.0,Low,5.0,Cat_2,6,5
A,459682,Male,Yes,35,Yes,Executive,,Average,3.0,Cat_6,4,1
A,459892,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,3,3
A,467720,Male,No,27,Yes,Entertainment,,Low,2.0,Cat_6,7,8
C,463148,Male,Yes,60,Yes,Marketing,1.0,High,5.0,Cat_6,4,1
B,460862,Male,Yes,52,No,Entertainment,1.0,Average,4.0,Cat_3,1,6
D,460382,Male,Yes,32,No,Marketing,4.0,Low,3.0,Cat_6,1,6
B,461650,Female,Yes,42,Yes,Doctor,0.0,Low,1.0,Cat_4,3,3
D,467501,Male,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_6,7,8
A,459486,Male,Yes,75,Yes,Lawyer,,High,2.0,Cat_6,4,1
A,467319,Male,No,26,Yes,Homemaker,8.0,Low,2.0,Cat_6,7,8
D,459604,Female,No,21,No,Healthcare,0.0,Low,7.0,Cat_3,6,5
